name,price,address,access,area,layout,yyyymm_construction,url,station_name,line,minutes,yyyymm,age,id
オープンレジデンシア大濠公園,3850,福岡県福岡市中央区大手門２,地下鉄空港線「大濠公園」徒歩5分,34.78,1LDK,2023年4月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21541625/,大濠公園,地下鉄空港線,5,2023-04-01,3,21541625
赤坂パインマンション,3899,福岡県福岡市中央区赤坂１,地下鉄空港線「赤坂」徒歩7分,72.0,2LDK,1981年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21687744/,赤坂,地下鉄空港線,7,1981-05-01,45,21687744
赤坂パインマンション,3899,福岡県福岡市中央区赤坂１-2-6,地下鉄空港線「赤坂」徒歩8分,72.0,2LDK,1981年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20777150/,赤坂,地下鉄空港線,8,1981-05-01,45,20777150
オープンレジデンシア博多住吉,3950,福岡県福岡市博多区住吉２,地下鉄七隈線「櫛田神社前」徒歩6分,38.65,1LDK,2023年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_77553274/,櫛田神社前,地下鉄七隈線,6,2023-09-01,3,77553274
オープンレジデンシア西新,3990,福岡県福岡市早良区城西１,地下鉄空港線「西新」徒歩5分,33.64,1LDK,2025年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21723145/,西新,地下鉄空港線,5,2025-08-01,1,21723145
【リファレンス天神南】リフォーム済みの3面採光角部屋…,4099,福岡県福岡市中央区清川２,地下鉄七隈線「渡辺通」徒歩13分,65.32,3LDK,2002年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20172796/,渡辺通,地下鉄七隈線,13,2002-03-01,24,20172796
リファレンス天神南,4099,福岡県福岡市中央区清川２,地下鉄七隈線「渡辺通」徒歩13分,65.32,3LDK,2002年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20232459/,渡辺通,地下鉄七隈線,13,2002-03-01,24,20232459
藤崎ロジュマン,4350,福岡県福岡市早良区昭代３-9-5,地下鉄空港線「藤崎」徒歩10分,82.76,4LDK,1988年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78392749/,藤崎,地下鉄空港線,10,1988-03-01,38,78392749
アートウィル赤坂,4380,福岡県福岡市中央区赤坂３-2-35,地下鉄七隈線「桜坂」徒歩11分,65.61,2LDK,1995年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21450341/,桜坂,地下鉄七隈線,11,1995-10-01,31,21450341
≪シルバーウィークも案内可能！≫アートウィル赤坂,4380,福岡県福岡市中央区赤坂３,地下鉄七隈線「桜坂」徒歩11分,65.61,2LDK,1994年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20837855/,桜坂,地下鉄七隈線,11,1994-10-01,32,20837855
ロイヤルマンション西新,4399,福岡県福岡市早良区祖原23-20,地下鉄空港線「西新」徒歩12分,84.48,4LDK,1987年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21242564/,西新,地下鉄空港線,12,1987-11-01,39,21242564
チサンマンション西公園,4480,福岡県福岡市中央区荒戸２,地下鉄空港線「大濠公園」徒歩8分,68.59,3LDK,1984年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21044780/,大濠公園,地下鉄空港線,8,1984-12-01,42,21044780
グランフォーレラグゼ博多,4599,福岡県福岡市博多区奈良屋町,地下鉄空港線「中洲川端」徒歩10分,47.02,2LDK,2013年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_21710761/,中洲川端,地下鉄空港線,10,2013-07-01,13,21710761
ロイヤルマンションユトリテ田島,4799,福岡県福岡市城南区田島１-4-18,地下鉄七隈線「別府」徒歩13分,91.98,3LDK+S（納戸）,2005年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_21046422/,別府,地下鉄七隈線,13,2005-03-01,21,21046422
オープンレジデンシア天神今泉,4880,福岡県福岡市中央区今泉２,地下鉄七隈線「薬院大通」徒歩6分,46.01,2LDK,2023年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21609930/,薬院大通,地下鉄七隈線,6,2023-09-01,3,21609930
≪大幅価格変更≫ソピア大濠西,4980,福岡県福岡市中央区鳥飼３,地下鉄空港線「西新」徒歩10分,69.57,3LDK,1999年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20835624/,西新,地下鉄空港線,10,1999-03-01,27,20835624
ロイヤルマンション別府,4990,福岡県福岡市城南区別府３-1-11,地下鉄七隈線「別府」徒歩1分,81.0,3LDK,1986年4月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_21182601/,別府,地下鉄七隈線,1,1986-04-01,40,21182601
オープンレジデンシア天神今泉,4999,福岡県福岡市中央区今泉２,地下鉄七隈線「薬院大通」徒歩6分,46.28,2LDK,2023年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20711534/,薬院大通,地下鉄七隈線,6,2023-09-01,3,20711534
大濠公園シティハウス,5300,福岡県福岡市中央区荒戸２,地下鉄空港線「大濠公園」徒歩3分,71.0,3LDK,1997年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21637335/,大濠公園,地下鉄空港線,3,1997-03-01,29,21637335
東峰マンションアーバンスクエア博多駅,5399,福岡県福岡市博多区博多駅南１,ＪＲ鹿児島本線「博多」徒歩8分,61.08,2LDK,2000年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_21336150/,博多,ＪＲ鹿児島本線,8,2000-11-01,26,21336150
サントーア薬院,5480,福岡県福岡市中央区薬院２,地下鉄七隈線「薬院大通」徒歩5分,73.35,2LDK,1995年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21618783/,薬院大通,地下鉄七隈線,5,1995-08-01,31,21618783
サントーア薬院,5480,福岡県福岡市中央区薬院２-3-12,地下鉄七隈線「薬院大通」徒歩2分,73.35,2LDK,1995年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21737778/,薬院大通,地下鉄七隈線,2,1995-08-01,31,21737778
パークホームズ室見駅前,5490,福岡県福岡市早良区室見５-7-27,地下鉄空港線「藤崎」徒歩13分,71.47,3LDK,2004年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21259956/,藤崎,地下鉄空港線,13,2004-05-01,22,21259956
デュ・レジア博多レジデンス,5680,福岡県福岡市博多区比恵町,地下鉄空港線「東比恵」徒歩7分,54.21,2LDK,2026年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_21715086/,東比恵,地下鉄空港線,7,2026-07-01,0,21715086
百道タワー,5780,福岡県福岡市早良区百道浜１,地下鉄空港線「西新」徒歩9分,57.44,1LDK,2004年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21651274/,西新,地下鉄空港線,9,2004-02-01,22,21651274
ロワールマンション西公園東,5780,福岡県福岡市中央区港２,地下鉄空港線「大濠公園」徒歩7分,70.17,3LDK,1999年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21567415/,大濠公園,地下鉄空港線,7,1999-01-01,27,21567415
ロマネスクルアージュ大手門,5780,福岡県福岡市中央区大手門２,地下鉄空港線「大濠公園」徒歩8分,65.43,3LDK,1994年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21521052/,大濠公園,地下鉄空港線,8,1994-12-01,32,21521052
ソピア天神,5980,福岡県福岡市中央区警固１,地下鉄七隈線「薬院大通」徒歩7分,66.24,3LDK,1999年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20447816/,薬院大通,地下鉄七隈線,7,1999-02-01,27,20447816
コモダスパッソ天神,5980,福岡県福岡市中央区渡辺通５,地下鉄七隈線「天神南」徒歩4分,64.15,2LDK,2000年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21680208/,天神南,地下鉄七隈線,4,2000-10-01,26,21680208
シティライフ呉服町,5990,福岡県福岡市博多区下呉服町10-6,地下鉄空港線「中洲川端」徒歩15分,82.82,4LDK,2000年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_21620963/,中洲川端,地下鉄空港線,15,2000-02-01,26,21620963
インプレスト天神オークタワー,5990,福岡県福岡市中央区長浜２,地下鉄空港線「赤坂」徒歩9分,56.79,2LDK,2020年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78973290/,赤坂,地下鉄空港線,9,2020-05-01,6,78973290
グラン・コート薬院,5999,福岡県福岡市中央区薬院１,西鉄天神大牟田線「薬院」徒歩4分,68.04,2LDK+S（納戸）,1998年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21670632/,薬院,西鉄天神大牟田線,4,1998-11-01,28,21670632
アクセス天神Ⅱ,6098,福岡県福岡市中央区今泉１,西鉄天神大牟田線「薬院」徒歩5分,70.3,3LDK,2001年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21621649/,薬院,西鉄天神大牟田線,5,2001-07-01,25,21621649
グランディア百道浜通り,6180,福岡県福岡市早良区西新２-23-12,地下鉄空港線「西新」徒歩10分,68.66,3LDK,2006年4月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21737367/,西新,地下鉄空港線,10,2006-04-01,20,21737367
ロワール赤坂けやき通り,6180,福岡県福岡市中央区赤坂３,地下鉄七隈線「桜坂」徒歩9分,83.6,4LDK,2005年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21096471/,桜坂,地下鉄七隈線,9,2005-12-01,21,21096471
シーサイドももちヴェルデコート６番館,6198,福岡県福岡市早良区百道浜３,地下鉄空港線「藤崎」徒歩10分,94.47,3LDK,1991年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_20970626/,藤崎,地下鉄空港線,10,1991-07-01,35,20970626
エステートマンション大濠・ＪＦＲＥＩ．ＢＬＤＧ,6380,福岡県福岡市中央区大濠１,地下鉄七隈線「六本松」徒歩9分,102.26,3LDK,1986年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21116549/,六本松,地下鉄七隈線,9,1986-07-01,40,21116549
サーパス城南,6499,福岡県福岡市城南区田島１-4-17,地下鉄七隈線「別府」徒歩14分,94.85,4LDK,2006年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_20943175/,別府,地下鉄七隈線,14,2006-11-01,20,20943175
大濠公園グランドヒルズ,6680,福岡県福岡市中央区荒戸２-3-49,地下鉄空港線「大濠公園」徒歩4分,79.08,2LDK+S（納戸）,1990年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20268504/,大濠公園,地下鉄空港線,4,1990-09-01,36,20268504
グランドメゾン平尾,6690,福岡県福岡市中央区平尾２-11-11,西鉄天神大牟田線「薬院」徒歩12分,75.34,3LDK,1998年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21485977/,薬院,西鉄天神大牟田線,12,1998-05-01,28,21485977
アメックス博多ベルテックステージ,6690,福岡県福岡市博多区下川端町10-16,地下鉄空港線「中洲川端」徒歩5分,53.59,2LDK,2010年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_21470877/,中洲川端,地下鉄空港線,5,2010-01-01,16,21470877
東峰マンションアーバンスクエア博多駅,6980,福岡県福岡市博多区博多駅南１-15-6,ＪＲ鹿児島本線「博多」徒歩9分,73.32,3LDK,2000年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_21748812/,博多,ＪＲ鹿児島本線,9,2000-11-01,26,21748812
デュ・レジア薬院テラス,6980,福岡県福岡市中央区高砂２,地下鉄七隈線「薬院」徒歩11分,63.0,2LDK,2022年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79108337/,薬院,地下鉄七隈線,11,2022-03-01,4,79108337
サークコート大濠公園駅,6980,福岡県福岡市中央区荒戸２,地下鉄空港線「大濠公園」徒歩3分,77.35,4LDK,2001年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21325473/,大濠公園,地下鉄空港線,3,2001-02-01,25,21325473
クリオラベルヴィ西新グランクラス,7100,福岡県福岡市早良区西新１,地下鉄空港線「西新」徒歩1分,52.2,2LDK,2025年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21320121/,西新,地下鉄空港線,1,2025-08-01,1,21320121
アクタス渡辺通パークシティ,7180,福岡県福岡市中央区清川２-5-33,地下鉄七隈線「渡辺通」徒歩9分,78.47,3LDK,2010年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21522078/,渡辺通,地下鉄七隈線,9,2010-02-01,16,21522078
Asobi＋　アーティックス大濠,7490,福岡県福岡市中央区鳥飼１,地下鉄七隈線「六本松」徒歩12分,85.8,3LDK,2004年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20929098/,六本松,地下鉄七隈線,12,2004-02-01,22,20929098
ザ・パークハウス桜坂サンリヤン,7990,福岡県福岡市中央区桜坂３,地下鉄七隈線「桜坂」徒歩3分,70.74,3LDK,2018年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20452057/,桜坂,地下鉄七隈線,3,2018-09-01,8,20452057
ダイアパレス赤坂けやき通り,7999,福岡県福岡市中央区赤坂３,地下鉄空港線「赤坂」徒歩11分,78.63,3LDK,2000年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21373737/,赤坂,地下鉄空港線,11,2000-09-01,26,21373737
ネクサス薬院二丁目,8299,福岡県福岡市中央区薬院２,地下鉄七隈線「薬院大通」徒歩3分,73.0,3LDK,2016年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21403407/,薬院大通,地下鉄七隈線,3,2016-02-01,10,21403407
百道タワー,8580,福岡県福岡市早良区百道浜１,地下鉄空港線「西新」徒歩10分,81.73,2LDK,2004年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_79098275/,西新,地下鉄空港線,10,2004-02-01,22,79098275
グランドメゾン大濠ブルクレール,8780,福岡県福岡市中央区草香江２,地下鉄七隈線「六本松」徒歩9分,85.42,3LDK,2006年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79094486/,六本松,地下鉄七隈線,9,2006-03-01,20,79094486
ザ・パークハウス福岡タワーズ　EAST,8780,福岡県福岡市中央区地行浜２,地下鉄空港線「唐人町」徒歩12分,82.52,2LDK,2020年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20595838/,唐人町,地下鉄空港線,12,2020-12-01,6,20595838
ザ・パークハウス福岡タワーズWEST,8820,福岡県福岡市中央区地行浜２,地下鉄空港線「唐人町」徒歩12分,61.74,2LDK,2019年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21184932/,唐人町,地下鉄空港線,12,2019-12-01,7,21184932
ジョイナス地行浜東【最上階ワンフロア１邸】,8880,福岡県福岡市中央区伊崎,地下鉄空港線「唐人町」徒歩12分,92.52,3LDK,2006年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21640331/,唐人町,地下鉄空港線,12,2006-03-01,20,21640331
ザ・パークハウス 福岡タワーズ EAST,8999,福岡県福岡市中央区地行浜２-2-5,地下鉄空港線「唐人町」徒歩13分,71.77,3LDK,2020年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21648208/,唐人町,地下鉄空港線,13,2020-12-01,6,21648208
ザ・パークハウス福岡タワーズ　EAST,9600,福岡県福岡市中央区地行浜２-2-5,地下鉄空港線「唐人町」徒歩13分,83.96,3LDK,2020年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21652297/,唐人町,地下鉄空港線,13,2020-12-01,6,21652297
パークコート赤坂ヒルトップレジデンス,9800,福岡県福岡市中央区赤坂３,地下鉄七隈線「桜坂」徒歩9分,88.76,3LDK,2010年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78598929/,桜坂,地下鉄七隈線,9,2010-02-01,16,78598929
アクタス大手門パークシティ,9980,福岡県福岡市中央区大手門１,地下鉄空港線「赤坂」徒歩6分,93.92,3LDK,2005年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77427348/,赤坂,地下鉄空港線,6,2005-02-01,21,77427348
グランドメゾン西新ステージ,11500,福岡県福岡市早良区西新５,地下鉄空港線「西新」徒歩9分,93.92,3LDK,2012年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21318619/,西新,地下鉄空港線,9,2012-02-01,14,21318619
ＪＧＭロイヤルガーデン薬院,11500,福岡県福岡市中央区薬院２,地下鉄七隈線「薬院大通」徒歩2分,104.94,4LDK,2004年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21698611/,薬院大通,地下鉄七隈線,2,2004-03-01,22,21698611
グランフォーレ百道三丁目レジデンス,11600,福岡県福岡市早良区百道３,地下鉄空港線「藤崎」徒歩9分,84.93,3LDK,2024年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21724444/,藤崎,地下鉄空港線,9,2024-12-01,2,21724444
グランドメゾン赤坂弐番館,12000,福岡県福岡市中央区赤坂２,地下鉄空港線「赤坂」徒歩11分,110.0,3LDK,2004年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20491491/,赤坂,地下鉄空港線,11,2004-09-01,22,20491491
サークコート大濠公園駅,12000,福岡県福岡市中央区荒戸２,地下鉄空港線「大濠公園」徒歩3分,100.78,4LDK,2001年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21175402/,大濠公園,地下鉄空港線,3,2001-02-01,25,21175402
