name,price,address,access,area,layout,yyyymm_construction,url,station_name,line,minutes,yyyymm,age,id
サンポートハイツ,2590,福岡県福岡市中央区港２,地下鉄空港線「大濠公園」徒歩8分,61.56,2LDK,1974年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20549407/,大濠公園,地下鉄空港線,8,1974-09-01,52,20549407
サンポートハイツ,2590,福岡県福岡市中央区港２-5-32,地下鉄空港線「大濠公園」徒歩8分,61.56,2LDK,1974年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79148573/,大濠公園,地下鉄空港線,8,1974-09-01,52,79148573
シティマンション薬院Ⅱ,2690,福岡県福岡市中央区大宮１,西鉄天神大牟田線「薬院」徒歩5分,48.8,2LDK,1985年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21052379/,薬院,西鉄天神大牟田線,5,1985-05-01,41,21052379
藤和城西コーポ,2699,福岡県福岡市城南区別府４-13-29,地下鉄七隈線「別府」徒歩10分,84.5,3LDK,1974年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_20818127/,別府,地下鉄七隈線,10,1974-07-01,52,20818127
藤和城西コーポ,2699,福岡県福岡市城南区別府４,地下鉄七隈線「別府」徒歩10分,84.5,3LDK,1974年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_20828572/,別府,地下鉄七隈線,10,1974-07-01,52,20828572
警固ハウス,2999,福岡県福岡市中央区警固１,地下鉄七隈線「薬院大通」徒歩8分,66.0,2LDK,1980年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79225116/,薬院大通,地下鉄七隈線,8,1980-03-01,46,79225116
ロマネスク大濠アネックス,2999,福岡県福岡市中央区鳥飼２-6-15,地下鉄空港線「唐人町」徒歩14分,59.65,2LDK,1987年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79090280/,唐人町,地下鉄空港線,14,1987-05-01,39,79090280
【秀和警固レジデンス】天神を日常にする好立地。青い屋…,3080,福岡県福岡市中央区警固２,地下鉄空港線「赤坂」徒歩8分,69.43,2LDK,1974年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20120211/,赤坂,地下鉄空港線,8,1974-07-01,52,20120211
警固ハウス,3190,福岡県福岡市中央区警固１-15-15,地下鉄七隈線「薬院大通」徒歩10分,66.0,3LDK,1980年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20874418/,薬院大通,地下鉄七隈線,10,1980-03-01,46,20874418
ライオンズマンション高砂,3280,福岡県福岡市中央区高砂１,地下鉄七隈線「渡辺通」徒歩7分,55.69,1LDK+S（納戸）,1978年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20423568/,渡辺通,地下鉄七隈線,7,1978-11-01,48,20423568
グランフォーレ西新,3290,福岡県福岡市早良区城西１,地下鉄空港線「西新」徒歩6分,40.05,1LDK,2006年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21031110/,西新,地下鉄空港線,6,2006-09-01,20,21031110
【ロワールマンション博多駅南】博多駅徒歩圏！最新リノ…,3390,福岡県福岡市博多区博多駅南３,ＪＲ鹿児島本線「博多」徒歩15分,69.51,3LDK,1985年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_20097897/,博多,ＪＲ鹿児島本線,15,1985-09-01,41,20097897
赤坂エクセル,3399,福岡県福岡市中央区赤坂３-8-26,地下鉄七隈線「桜坂」徒歩13分,79.5,2LDK,1974年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79089881/,桜坂,地下鉄七隈線,13,1974-11-01,52,79089881
ツインタワー空港通り,3399,福岡県福岡市博多区豊１,地下鉄空港線「東比恵」徒歩12分,71.7,3LDK,1994年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_20483695/,東比恵,地下鉄空港線,12,1994-07-01,32,20483695
ツインタワー空港通り,3399,福岡県福岡市博多区豊１-1-17,地下鉄空港線「東比恵」徒歩12分,71.7,3LDK,1994年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_20368371/,東比恵,地下鉄空港線,12,1994-07-01,32,20368371
クレアランドマーク,3480,福岡県福岡市博多区冷泉町,地下鉄七隈線「櫛田神社前」徒歩4分,40.43,1LDK,2001年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_20658743/,櫛田神社前,地下鉄七隈線,4,2001-01-01,25,20658743
クレアランドマーク,3480,福岡県福岡市博多区冷泉町,地下鉄七隈線「櫛田神社前」徒歩4分,40.43,1LDK,2001年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_21017734/,櫛田神社前,地下鉄七隈線,4,2001-01-01,25,21017734
オープンレジデンシア薬院南,3498,福岡県福岡市中央区平尾３,地下鉄七隈線「薬院大通」徒歩10分,34.54,1LDK,2022年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20912694/,薬院大通,地下鉄七隈線,10,2022-08-01,4,20912694
ツインタワー空港通り,3499,福岡県福岡市博多区豊１,地下鉄空港線「東比恵」徒歩12分,71.7,3LDK,1994年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_20935902/,東比恵,地下鉄空港線,12,1994-07-01,32,20935902
【ツインタワー空港通り】陽当り良好な四方角部屋！博多…,3499,福岡県福岡市博多区豊１,地下鉄空港線「東比恵」徒歩14分,71.7,3LDK,1994年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_20416810/,東比恵,地下鉄空港線,14,1994-07-01,32,20416810
ラフィネスシャトードゥ赤坂,3599,福岡県福岡市中央区大手門１,地下鉄空港線「赤坂」徒歩7分,32.81,1LDK,2002年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20974797/,赤坂,地下鉄空港線,7,2002-06-01,24,20974797
ラフィネスシャトードゥ赤坂,3599,福岡県福岡市中央区大手門１,地下鉄空港線「赤坂」徒歩8分,32.81,1LDK,2002年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20968854/,赤坂,地下鉄空港線,8,2002-06-01,24,20968854
グランフォーレ西新,3699,福岡県福岡市早良区城西１,地下鉄空港線「西新」徒歩5分,40.05,1LDK,2006年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_20704362/,西新,地下鉄空港線,5,2006-09-01,20,20704362
トラスト福岡空港駅レジデンス,3790,福岡県糟屋郡志免町別府北４,地下鉄空港線「福岡空港」徒歩14分,65.55,3LDK,2024年5月,https://suumo.jp//ms/chuko/fukuoka/sc_kasuyagunshime/nc_77251778/,福岡空港,地下鉄空港線,14,2024-05-01,2,77251778
サンシティ鳥飼,3799,福岡県福岡市城南区鳥飼４-9-3,地下鉄七隈線「別府」徒歩11分,68.48,3LDK,1994年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_79090720/,別府,地下鉄七隈線,11,1994-03-01,32,79090720
【リフォーム完了しました☆彡】サンシティ鳥飼,3799,福岡県福岡市城南区鳥飼４-9-3,地下鉄七隈線「別府」徒歩10分,68.48,3LDK,1994年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_78214946/,別府,地下鉄七隈線,10,1994-03-01,32,78214946
エンゼルハイム大濠公園南,3799,福岡県福岡市城南区鳥飼６,地下鉄七隈線「別府」徒歩4分,69.03,3LDK,1990年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_77201526/,別府,地下鉄七隈線,4,1990-05-01,36,77201526
サンシティ鳥飼,3799,福岡県福岡市城南区鳥飼４,地下鉄七隈線「別府」徒歩11分,68.48,3LDK,1994年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_20310482/,別府,地下鉄七隈線,11,1994-03-01,32,20310482
トラスト福岡空港駅レジデンス,3890,福岡県糟屋郡志免町別府北４,地下鉄空港線「福岡空港」徒歩14分,67.85,3LDK,2024年5月,https://suumo.jp//ms/chuko/fukuoka/sc_kasuyagunshime/nc_20786690/,福岡空港,地下鉄空港線,14,2024-05-01,2,20786690
赤坂パインマンション,3899,福岡県福岡市中央区赤坂１-2-6,地下鉄空港線「赤坂」徒歩8分,72.0,2LDK,1981年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20777150/,赤坂,地下鉄空港線,8,1981-05-01,45,20777150
デュ・レジア大濠,3980,福岡県福岡市中央区黒門,地下鉄空港線「唐人町」徒歩2分,35.56,ワンルーム,2020年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21066671/,唐人町,地下鉄空港線,2,2020-11-01,6,21066671
朝日プラザ薬院,3990,福岡県福岡市中央区薬院２-11-10,地下鉄七隈線「薬院大通」徒歩7分,63.32,2LDK,1984年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20779585/,薬院大通,地下鉄七隈線,7,1984-10-01,42,20779585
アンピール百年橋,4080,福岡県福岡市中央区清川３-9-23,地下鉄七隈線「渡辺通」徒歩15分,70.11,3LDK,1995年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20888216/,渡辺通,地下鉄七隈線,15,1995-05-01,31,20888216
モントーレ東比恵クレア,4199,福岡県福岡市博多区東比恵３,地下鉄空港線「東比恵」徒歩2分,42.77,1LDK,2019年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_79204532/,東比恵,地下鉄空港線,2,2019-02-01,7,79204532
パーク・サンリヤン博多の森Ⅰ・Ⅱ番館,4280,福岡県糟屋郡志免町別府西２-24-2,地下鉄空港線「福岡空港」徒歩12分,82.19,3LDK,2003年3月,https://suumo.jp//ms/chuko/fukuoka/sc_kasuyagunshime/nc_20683977/,福岡空港,地下鉄空港線,12,2003-03-01,23,20683977
エバーライフ赤坂,4280,福岡県福岡市中央区赤坂３,地下鉄七隈線「桜坂」徒歩14分,63.63,1LDK,1988年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20426588/,桜坂,地下鉄七隈線,14,1988-12-01,38,20426588
藤崎ロジュマン,4380,福岡県福岡市早良区昭代３,地下鉄空港線「藤崎」徒歩10分,82.76,4LDK,1988年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_79055759/,藤崎,地下鉄空港線,10,1988-03-01,38,79055759
【藤崎ロジュマン】高取小・中エリア～専用庭付4LDK…,4380,福岡県福岡市早良区昭代３,地下鉄空港線「藤崎」徒歩10分,82.76,3LDK,1988年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_20378888/,藤崎,地下鉄空港線,10,1988-03-01,38,20378888
ロイヤルマンション西新,4499,福岡県福岡市早良区祖原,地下鉄空港線「西新」徒歩10分,84.48,4LDK,1987年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_20617864/,西新,地下鉄空港線,10,1987-11-01,39,20617864
エンクレストベイサイド通り,4499,福岡県福岡市博多区築港本町,地下鉄空港線「中洲川端」徒歩14分,54.65,1LDK+S（納戸）,2016年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_79044901/,中洲川端,地下鉄空港線,14,2016-05-01,10,79044901
西公園ツインタワー,4630,福岡県福岡市中央区荒戸２,地下鉄空港線「大濠公園」徒歩7分,83.05,3LDK,1990年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20052926/,大濠公園,地下鉄空港線,7,1990-01-01,36,20052926
ジョイナス地行浜東,4760,福岡県福岡市中央区伊崎,地下鉄空港線「唐人町」徒歩11分,73.92,2LDK,2006年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20877308/,唐人町,地下鉄空港線,11,2006-03-01,20,20877308
≪価格改定≫アートウィル赤坂,4780,福岡県福岡市中央区赤坂３,地下鉄七隈線「桜坂」徒歩11分,65.61,2LDK,1994年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20837855/,桜坂,地下鉄七隈線,11,1994-10-01,32,20837855
エンゼルハイム鳥飼中央,4980,福岡県福岡市中央区鳥飼１,地下鉄七隈線「別府」徒歩14分,75.68,3LDK,2001年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20853495/,別府,地下鉄七隈線,14,2001-03-01,25,20853495
グランコート高砂,4980,福岡県福岡市中央区高砂２,地下鉄七隈線「薬院」徒歩12分,64.23,3LDK,1996年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20743794/,薬院,地下鉄七隈線,12,1996-07-01,30,20743794
コモダス奈良屋,4980,福岡県福岡市博多区奈良屋町,地下鉄空港線「中洲川端」徒歩12分,56.3,2LDK,2001年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_20902271/,中洲川端,地下鉄空港線,12,2001-10-01,25,20902271
オープンレジデンシア天神今泉,4999,福岡県福岡市中央区今泉２,地下鉄七隈線「薬院大通」徒歩6分,46.28,2LDK,2023年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20711534/,薬院大通,地下鉄七隈線,6,2023-09-01,3,20711534
ロイヤルマンションユトリテ田島,5280,福岡県福岡市城南区田島１,地下鉄七隈線「別府」徒歩15分,91.98,3LDK+S（納戸）,2005年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_21051303/,別府,地下鉄七隈線,15,2005-03-01,21,21051303
ロイヤルマンションユトリテ田島,5280,福岡県福岡市城南区田島１-4-18,地下鉄七隈線「別府」徒歩13分,91.98,3LDK+S（納戸）,2005年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_21046422/,別府,地下鉄七隈線,13,2005-03-01,21,21046422
クリオ渡辺通アーバンマークス,5380,福岡県福岡市中央区清川２,地下鉄七隈線「渡辺通」徒歩10分,53.94,2LDK,2023年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20253656/,渡辺通,地下鉄七隈線,10,2023-02-01,3,20253656
ソピア大濠西,5480,福岡県福岡市中央区鳥飼３,地下鉄空港線「西新」徒歩10分,69.57,3LDK,1999年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20835624/,西新,地下鉄空港線,10,1999-03-01,27,20835624
オープンレジデンシア博多住吉,5499,福岡県福岡市博多区住吉２,地下鉄七隈線「櫛田神社前」徒歩5分,51.18,2LDK,2023年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_20734997/,櫛田神社前,地下鉄七隈線,5,2023-09-01,3,20734997
リーベスト祖原公園アソシア,5680,福岡県福岡市早良区昭代１,地下鉄空港線「西新」徒歩12分,80.96,3LDK,1999年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21074142/,西新,地下鉄空港線,12,1999-03-01,27,21074142
アーバンパレスアクス大濠,5980,福岡県福岡市中央区荒戸３,地下鉄空港線「大濠公園」徒歩7分,72.48,3LDK,1995年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20939138/,大濠公園,地下鉄空港線,7,1995-10-01,31,20939138
ソピア天神,5980,福岡県福岡市中央区警固１,地下鉄七隈線「薬院大通」徒歩7分,66.24,3LDK,1999年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20447816/,薬院大通,地下鉄七隈線,7,1999-02-01,27,20447816
クリオ渡辺通サザンマークス,5980,福岡県福岡市中央区清川３,地下鉄七隈線「渡辺通」徒歩14分,67.0,3LDK,2024年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20028481/,渡辺通,地下鉄七隈線,14,2024-02-01,2,20028481
インプレスト天神オークタワー,5990,福岡県福岡市中央区長浜２,地下鉄空港線「赤坂」徒歩9分,56.79,2LDK,2020年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78973290/,赤坂,地下鉄空港線,9,2020-05-01,6,78973290
アソシアビュー博多アドレス,6080,福岡県福岡市博多区豊１-1番3号,ＪＲ篠栗線「博多」徒歩13分,90.64,3LDK,2015年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_20848052/,博多,ＪＲ篠栗線,13,2015-05-01,11,20848052
ブライトンヒルズ藤崎,6180,福岡県福岡市早良区藤崎１-5-10,地下鉄空港線「藤崎」徒歩7分,79.23,3LDK,2003年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_79071797/,藤崎,地下鉄空港線,7,2003-07-01,23,79071797
ブライトンヒルズ藤崎,6180,福岡県福岡市早良区藤崎１,地下鉄空港線「藤崎」徒歩7分,79.23,3LDK,2003年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_79068584/,藤崎,地下鉄空港線,7,2003-07-01,23,79068584
東峰マンション第二西公園,6280,福岡県福岡市中央区荒戸３,地下鉄空港線「唐人町」徒歩8分,103.54,4LDK,1982年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20851652/,唐人町,地下鉄空港線,8,1982-02-01,44,20851652
東急ドエルアルス桜坂,6290,福岡県福岡市中央区桜坂１-15-13,地下鉄七隈線「桜坂」徒歩6分,84.11,3LDK+S（納戸）,1996年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20636452/,桜坂,地下鉄七隈線,6,1996-03-01,30,20636452
クリオ渡辺通サザンマークス,6480,福岡県福岡市中央区清川３,地下鉄七隈線「渡辺通」徒歩15分,67.0,2LDK,2024年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20647152/,渡辺通,地下鉄七隈線,15,2024-03-01,2,20647152
ロワール赤坂けやき通り,6480,福岡県福岡市中央区赤坂３,地下鉄七隈線「桜坂」徒歩9分,83.6,4LDK,2005年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21096471/,桜坂,地下鉄七隈線,9,2005-12-01,21,21096471
ライオンズ大濠公園グランゲイト,6780,福岡県福岡市中央区大手門２,地下鉄空港線「大濠公園」徒歩7分,67.03,3LDK,2015年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20572204/,大濠公園,地下鉄空港線,7,2015-02-01,11,20572204
大濠公園グランドヒルズ,6980,福岡県福岡市中央区荒戸２-3-49,地下鉄空港線「大濠公園」徒歩4分,79.08,2LDK+S（納戸）,1990年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20268504/,大濠公園,地下鉄空港線,4,1990-09-01,36,20268504
サンジュール西新,6980,福岡県福岡市早良区城西１,地下鉄空港線「西新」徒歩7分,101.7,3LDK,2000年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_20856988/,西新,地下鉄空港線,7,2000-07-01,26,20856988
グランフォーレ西公園ルネッサンス,7199,福岡県福岡市中央区荒戸１,地下鉄空港線「大濠公園」徒歩5分,75.65,3LDK,2007年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20579461/,大濠公園,地下鉄空港線,5,2007-11-01,19,20579461
コアマンション桜坂プレジオ参番館,7299,福岡県福岡市中央区六本松３,地下鉄七隈線「桜坂」徒歩4分,90.57,3LDK,2001年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20953358/,桜坂,地下鉄七隈線,4,2001-02-01,25,20953358
ネオグランデ赤坂,7680,福岡県福岡市中央区赤坂２,地下鉄空港線「赤坂」徒歩9分,82.15,3LDK,2001年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20897260/,赤坂,地下鉄空港線,9,2001-03-01,25,20897260
コアマンション百道プレジオ,8100,福岡県福岡市早良区百道１,地下鉄空港線「藤崎」徒歩10分,92.92,3LDK+S（納戸）,2006年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21053033/,藤崎,地下鉄空港線,10,2006-02-01,20,21053033
ザ・パークハウス福岡タワーズ　EAST,8500,福岡県福岡市中央区地行浜２,地下鉄空港線「唐人町」徒歩12分,74.25,3LDK,2020年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_21029912/,唐人町,地下鉄空港線,12,2020-12-01,6,21029912
ザ・パークハウス福岡タワーズ　EAST,8780,福岡県福岡市中央区地行浜２,地下鉄空港線「唐人町」徒歩12分,82.52,2LDK,2020年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20595838/,唐人町,地下鉄空港線,12,2020-12-01,6,20595838
ザ・パークハウス桜坂サンリヤン,8900,福岡県福岡市中央区桜坂３,地下鉄七隈線「桜坂」徒歩3分,75.95,3LDK,2018年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78097789/,桜坂,地下鉄七隈線,3,2018-09-01,8,78097789
グランフォーレ百道アクアフロント,9200,福岡県福岡市早良区百道３,地下鉄空港線「藤崎」徒歩11分,86.02,4LDK,2020年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_21059313/,藤崎,地下鉄空港線,11,2020-10-01,6,21059313
グランドメゾン大濠ブルクレール,9280,福岡県福岡市中央区草香江２,地下鉄七隈線「六本松」徒歩9分,85.42,3LDK,2006年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79094486/,六本松,地下鉄七隈線,9,2006-03-01,20,79094486
百道タワー,9280,福岡県福岡市早良区百道浜１,地下鉄空港線「西新」徒歩10分,81.73,2LDK,2004年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_79098275/,西新,地下鉄空港線,10,2004-02-01,22,79098275
パークコート赤坂ヒルトップレジデンス,9880,福岡県福岡市中央区赤坂３,地下鉄七隈線「桜坂」徒歩9分,88.76,3LDK,2010年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78598929/,桜坂,地下鉄七隈線,9,2010-02-01,16,78598929
アーティックス大濠,9980,福岡県福岡市中央区鳥飼１,地下鉄七隈線「六本松」徒歩13分,108.59,4LDK,2004年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20462310/,六本松,地下鉄七隈線,13,2004-02-01,22,20462310
グランドメゾン大濠南,10990,福岡県福岡市中央区草香江２-1-38,地下鉄七隈線「六本松」徒歩4分,98.79,3LDK+S（納戸）,2001年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20735319/,六本松,地下鉄七隈線,4,2001-11-01,25,20735319
グランドメゾン福岡 The Central Luxe,11000,福岡県福岡市中央区渡辺通２,西鉄天神大牟田線「薬院」徒歩2分,51.35,1LDK,2025年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20142596/,薬院,西鉄天神大牟田線,2,2025-06-01,1,20142596
グランドメゾン大濠公園THE TOWER,11500,福岡県福岡市中央区唐人町１,地下鉄空港線「唐人町」徒歩2分,70.67,3LDK,2023年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20182967/,唐人町,地下鉄空港線,2,2023-06-01,3,20182967
グランドメゾン大濠公園 THE CLASS,12000,福岡県福岡市中央区荒戸２,地下鉄空港線「大濠公園」徒歩4分,60.35,2LDK,2024年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20142502/,大濠公園,地下鉄空港線,4,2024-01-01,2,20142502
グランドメゾン赤坂弐番館,12800,福岡県福岡市中央区赤坂２,地下鉄空港線「赤坂」徒歩11分,110.0,3LDK,2004年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20491491/,赤坂,地下鉄空港線,11,2004-09-01,22,20491491
サンリベラ・プライム天神大名レジデンス,14980,福岡県福岡市中央区大名２-4-5,地下鉄空港線「赤坂」徒歩4分,100.4,1LDK,1992年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20743987/,赤坂,地下鉄空港線,4,1992-02-01,34,20743987
プレミスト大濠公園,24800,福岡県福岡市中央区荒戸３,地下鉄空港線「唐人町」徒歩3分,120.71,3LDK,2025年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79003032/,唐人町,地下鉄空港線,3,2025-06-01,1,79003032
グランドメゾン福岡THE Central Luxe,25000,福岡県福岡市中央区渡辺通２,西鉄天神大牟田線「薬院」徒歩4分,110.97,3LDK,2025年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_20844164/,薬院,西鉄天神大牟田線,4,2025-07-01,1,20844164
