id,name,price,age,line,station_name,minutes,layout,area,address,url
74814536,ライオンズマンション平尾台３号棟　中古マンション,1380,44,地下鉄七隈線,薬院大通,19,2LDK,82.46,福岡県福岡市中央区平尾５,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74814536/
74972680,アンピール駅東,1680,41,ＪＲ鹿児島本線,博多,13,3DK,56.15,福岡県福岡市博多区東光２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74972680/
74924548,鳥飼リバーハイツ　中古マンション,1870,45,地下鉄七隈線,別府,12,2LDK,71.91,福岡県福岡市城南区鳥飼４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74924548/
74729729,ヒューマンズ小笹,1880,35,地下鉄七隈線,桜坂,28,3LDK+S（納戸）,80.59,福岡県福岡市中央区小笹３-21-46,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74729729/
73375829,◇LDK17帖のプランもご提案可能◇リーベスト小笹,2130,28,地下鉄七隈線,桜坂,22,3LDK,71.15,福岡県福岡市中央区小笹４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73375829/
74934664,ライオンズマンションマキシム萩の宮,2190,43,地下鉄七隈線,薬院大通,23,2LDK,62.49,福岡県福岡市南区高宮１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74934664/
71894128,東峰マンション大濠,2190,47,地下鉄七隈線,六本松,15,2LDK,72.9,福岡県福岡市中央区鳥飼１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_71894128/
74792088,サンライフ西公園　905号室,2280,47,地下鉄七隈線,六本松,23,4LDK,83.68,福岡県福岡市中央区荒戸３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74792088/
74133105,スコーレ笹丘,2320,41,地下鉄七隈線,別府,23,3LDK,87.14,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74133105/
74127773,シャンボール大濠　中古マンション,2390,46,地下鉄七隈線,別府,14,3LDK,74.88,福岡県福岡市中央区鳥飼３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74127773/
74934138,ロマネスク大名,2698,37,地下鉄七隈線,薬院大通,12,2LDK,57.96,福岡県福岡市中央区大名１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74934138/
74954036,ロマネスク大名,2698,40,地下鉄七隈線,薬院大通,12,2LDK,57.96,福岡県福岡市中央区大名１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74954036/
74689372,祖原公園ハウス,2790,41,地下鉄七隈線,別府,20,2LDK,66.62,福岡県福岡市早良区祖原,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74689372/
74421962,ラインズマンション六本松　中古マンション,2990,38,地下鉄七隈線,桜坂,7,3LDK,70.29,福岡県福岡市中央区谷１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74421962/
74784504,トーカンマンション今泉,3250,44,西鉄天神大牟田線,薬院,8,3LDK,83.68,福岡県福岡市中央区今泉１,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74784504/
74792176,クリオラベルヴィ博多,3390,5,ＪＲ鹿児島本線,博多,13,2LDK,43.36,福岡県福岡市博多区比恵町,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74792176/
74802697,クリオラベルヴィ博多,3390,5,ＪＲ鹿児島本線,博多,10,2LDK,43.36,福岡県福岡市博多区比恵町,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74802697/
74651887,ライオンズガーデンシティ鳥飼I番館,3680,26,地下鉄七隈線,別府,9,3LDK,74.11,福岡県福岡市城南区鳥飼４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74651887/
72993054,グランディア高宮ヒルズ,3700,19,西鉄天神大牟田線,薬院,31,3LDK+S（納戸）,83.38,福岡県福岡市南区高宮４,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_72993054/
72841284,アンピール天神東,3880,20,西鉄天神大牟田線,薬院,13,2LDK,65.04,福岡県福岡市中央区春吉２,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72841284/
74862900,プレサンスロジェ博多駅北,3898,5,ＪＲ鹿児島本線,博多,21,3LDK,66.14,福岡県福岡市博多区吉塚３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74862900/
74948617,プレサンスロジェ博多駅北,3898,5,ＪＲ鹿児島本線,博多,22,3LDK,66.14,福岡県福岡市博多区吉塚３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74948617/
74094076,パレスト別府駅前,4280,18,地下鉄七隈線,別府,1,3LDK,75.44,福岡県福岡市城南区別府３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74094076/
74616643,ダイアパレス赤坂けやき通り,4280,24,地下鉄七隈線,桜坂,12,3LDK,67.64,福岡県福岡市中央区赤坂３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74616643/
74672377,笹丘パークマンション,4480,29,地下鉄七隈線,桜坂,35,4LDK,102.69,福岡県福岡市中央区笹丘３,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74672377/
