name,price,address,access,area,layout,yyyymm_construction,url,station_name,line,minutes,yyyymm,age
シャンボール大濠,2390,福岡県福岡市中央区鳥飼３,地下鉄七隈線「別府」徒歩14分,74.88,3LDK,1978年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74723531/,別府,地下鉄七隈線,14,1978-08-01,46
シャンボール大濠,2390,福岡県福岡市中央区鳥飼３-16-6,地下鉄七隈線「別府」徒歩14分,74.88,3LDK,1978年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73663743/,別府,地下鉄七隈線,14,1978-08-01,46
シャンボール大濠,2390,福岡県福岡市中央区鳥飼３-16-6,地下鉄七隈線「別府」徒歩14分,74.88,3LDK,1978年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73673973/,別府,地下鉄七隈線,14,1978-08-01,46
シャンボール大濠,2390,福岡県福岡市中央区鳥飼３,地下鉄七隈線「別府」徒歩14分,74.88,3LDK,1978年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74899935/,別府,地下鉄七隈線,14,1978-08-01,46
ミリオンコーポラスニュー白亜館,2390,福岡県福岡市中央区清川２,地下鉄七隈線「薬院」徒歩14分,68.04,2LDK,1980年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74833215/,薬院,地下鉄七隈線,14,1980-10-01,44
シャンボール大濠,2390,福岡県福岡市中央区鳥飼３,地下鉄七隈線「別府」徒歩14分,74.88,3LDK,1978年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73976572/,別府,地下鉄七隈線,14,1978-08-01,46
シャンボール大濠,2390,福岡県福岡市中央区鳥飼３,地下鉄七隈線「別府」徒歩14分,74.88,3LDK,1978年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74162725/,別府,地下鉄七隈線,14,1978-08-01,46
ライオンズマンション平尾,2399,福岡県福岡市中央区平尾２,西鉄天神大牟田線「薬院」徒歩14分,52.75,2LDK,1979年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74572208/,薬院,西鉄天神大牟田線,14,1979-12-01,45
シャンボール大濠,2498,福岡県福岡市中央区鳥飼３,地下鉄七隈線「別府」徒歩14分,74.88,2LDK,1978年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74370220/,別府,地下鉄七隈線,14,1978-08-01,46
パークハイム薬院,2580,福岡県福岡市中央区薬院２,地下鉄七隈線「薬院大通」徒歩4分,71.17,3LDK+S（納戸）,1979年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74858131/,薬院大通,地下鉄七隈線,4,1979-07-01,45
グランドール小笹,2580,福岡県福岡市中央区小笹３,地下鉄七隈線「桜坂」徒歩28分,93.35,3LDK,1992年4月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74086830/,桜坂,地下鉄七隈線,28,1992-04-01,32
エクセレンス谷,2580,福岡県福岡市中央区谷１,地下鉄七隈線「六本松」徒歩6分,66.68,3LDK,1979年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74907776/,六本松,地下鉄七隈線,6,1979-08-01,45
サーパス小笹第２,2680,福岡県福岡市中央区小笹４-13-42,地下鉄七隈線「六本松」徒歩23分,73.66,3LDK,1999年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74771964/,六本松,地下鉄七隈線,23,1999-01-01,25
アムール東那珂,2680,福岡県福岡市博多区東那珂３,山陽新幹線「博多」徒歩37分,75.97,3LDK,1998年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74525951/,博多,山陽新幹線,37,1998-05-01,26
高宮パークマンション,2690,福岡県福岡市南区高宮２,西鉄天神大牟田線「薬院」徒歩24分,85.98,4LDK,1978年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74383425/,薬院,西鉄天神大牟田線,24,1978-11-01,46
高宮パークマンション,2690,福岡県福岡市南区高宮２,地下鉄七隈線「薬院」徒歩23分,85.98,4LDK,1978年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74379168/,薬院,地下鉄七隈線,23,1978-11-01,46
ロマネスク大名,2698,福岡県福岡市中央区大名１,地下鉄七隈線「薬院大通」徒歩12分,57.96,2LDK,1987年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74890030/,薬院大通,地下鉄七隈線,12,1987-07-01,37
ロマネスク大名,2698,福岡県福岡市中央区大名１-4-24,地下鉄七隈線「薬院大通」徒歩12分,57.96,2LDK,1987年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74929475/,薬院大通,地下鉄七隈線,12,1987-07-01,37
サンリヤン長丘,2699,福岡県福岡市南区長丘２,地下鉄七隈線「桜坂」徒歩43分,72.0,3LDK,2006年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_73200935/,桜坂,地下鉄七隈線,43,2006-02-01,18
サンリヤン長丘,2699,福岡県福岡市南区長丘２,地下鉄七隈線「桜坂」徒歩42分,21.78,3LDK,2006年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74882339/,桜坂,地下鉄七隈線,42,2006-02-01,18
サンリヤン長丘,2699,福岡県福岡市南区長丘２,地下鉄七隈線「桜坂」徒歩40分,72.0,3LDK,2006年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74453611/,桜坂,地下鉄七隈線,40,2006-02-01,18
サンリヤン長丘,2699,福岡県福岡市南区長丘２,地下鉄七隈線「薬院大通」徒歩37分,72.0,3LDK,2006年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74780178/,薬院大通,地下鉄七隈線,37,2006-02-01,18
サンリヤン長丘,2699,福岡県福岡市南区長丘２,地下鉄七隈線「桜坂」徒歩43分,72.0,3LDK,2006年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74387026/,桜坂,地下鉄七隈線,43,2006-02-01,18
サンリヤン長丘,2699,福岡県福岡市南区長丘２,地下鉄七隈線「桜坂」徒歩43分,72.0,3LDK,2006年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_73624928/,桜坂,地下鉄七隈線,43,2006-02-01,18
サンリヤン長丘,2699,福岡県福岡市南区長丘２,地下鉄七隈線「桜坂」徒歩43分,72.0,3LDK,2006年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_73523991/,桜坂,地下鉄七隈線,43,2006-02-01,18
ロイヤルマンション浄水　中古マンション,2780,福岡県福岡市中央区薬院４,地下鉄七隈線「薬院大通」徒歩4分,63.77,2LDK,1982年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74880377/,薬院大通,地下鉄七隈線,4,1982-01-01,42
サンライフ六本松,2780,福岡県福岡市中央区草香江２,地下鉄七隈線「六本松」徒歩4分,60.48,2LDK,1984年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74977324/,六本松,地下鉄七隈線,4,1984-05-01,40
コアマンション小笹,2780,福岡県福岡市中央区小笹３-6-16,地下鉄七隈線「桜坂」徒歩24分,81.35,4LDK,1995年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74447933/,桜坂,地下鉄七隈線,24,1995-03-01,29
サンライフ六本松,2780,福岡県福岡市中央区草香江２,地下鉄七隈線「六本松」徒歩3分,60.48,2LDK,1984年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_75009820/,六本松,地下鉄七隈線,3,1984-05-01,40
祖原公園ハウス　中古マンション,2790,福岡県福岡市早良区祖原,地下鉄七隈線「別府」徒歩20分,66.62,2LDK,1983年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74700284/,別府,地下鉄七隈線,20,1983-08-01,41
古河平丘台マンション,2880,福岡県福岡市中央区平尾３,地下鉄七隈線「薬院大通」徒歩12分,100.29,2LDK+S（納戸）,1971年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74964478/,薬院大通,地下鉄七隈線,12,1971-12-01,53
ホワイティ薬院,2880,福岡県福岡市中央区薬院１,西鉄天神大牟田線「薬院」徒歩3分,68.67,2LDK,1975年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74951473/,薬院,西鉄天神大牟田線,3,1975-05-01,49
ファーネスト荒江,2980,福岡県福岡市早良区荒江２,地下鉄七隈線「別府」徒歩18分,65.5,3LDK,1997年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74850544/,別府,地下鉄七隈線,18,1997-01-01,27
ロイヤルマンション西新Ⅱ,2980,福岡県福岡市早良区祖原,地下鉄七隈線「別府」徒歩21分,63.52,3LDK,1995年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_73832849/,別府,地下鉄七隈線,21,1995-08-01,29
ライオンズマンション六本松　中古マンション,2990,福岡県福岡市中央区谷１,地下鉄七隈線「桜坂」徒歩5分,70.29,3LDK,1986年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74900124/,桜坂,地下鉄七隈線,5,1986-12-01,38
ダイアパレスグランステージ博多,2990,福岡県福岡市博多区美野島２,ＪＲ鹿児島本線「博多」徒歩17分,63.1,2LDK,1996年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_73070446/,博多,ＪＲ鹿児島本線,17,1996-06-01,28
ライオンズマンション六本松,2990,福岡県福岡市中央区谷１,地下鉄七隈線「桜坂」徒歩7分,70.29,3LDK,1993年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74571628/,桜坂,地下鉄七隈線,7,1993-08-01,31
ライオンズマンション六本松,2990,福岡県福岡市中央区谷１,地下鉄七隈線「桜坂」徒歩6分,70.29,3LDK,1986年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74726080/,桜坂,地下鉄七隈線,6,1986-12-01,38
グリーンマンション西新,2999,福岡県福岡市早良区祖原,地下鉄七隈線「別府」徒歩19分,66.67,3LDK,1987年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74328964/,別府,地下鉄七隈線,19,1987-06-01,37
サンシャイン高宮駅前,3098,福岡県福岡市南区野間１,地下鉄七隈線「薬院」徒歩29分,64.15,3LDK,1995年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_75005295/,薬院,地下鉄七隈線,29,1995-08-01,29
第参参プリンスマンション城南,3198,福岡県福岡市城南区別府１,地下鉄七隈線「別府」徒歩3分,65.65,2LDK,1986年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74855321/,別府,地下鉄七隈線,3,1986-08-01,38
シティマンション大名,3200,福岡県福岡市中央区大名１,地下鉄七隈線「薬院大通」徒歩12分,64.98,3LDK,1987年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74249250/,薬院大通,地下鉄七隈線,12,1987-01-01,37
エンゼルハイム大濠公園南,3200,福岡県福岡市城南区鳥飼６,地下鉄七隈線「別府」徒歩4分,69.03,2LDK,1990年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74770207/,別府,地下鉄七隈線,4,1990-05-01,34
サーパス別府,3330,福岡県福岡市城南区別府３,地下鉄七隈線「別府」徒歩4分,68.26,3LDK,1986年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74476175/,別府,地下鉄七隈線,4,1986-03-01,38
ダイアパレスグラン・ステージ博多　内装リフォーム済,3380,福岡県福岡市博多区美野島２-7-16,地下鉄空港線「博多」徒歩14分,63.1,3LDK,1996年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74859257/,博多,地下鉄空港線,14,1996-06-01,28
クリオラヴェルディ博多,3390,福岡県福岡市博多区比恵町13-9,ＪＲ鹿児島本線「博多」徒歩13分,43.36,2LDK,2019年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74999189/,博多,ＪＲ鹿児島本線,13,2019-10-01,5
リファレンス天神南,3498,福岡県福岡市中央区清川２,西鉄天神大牟田線「薬院」徒歩17分,62.44,3LDK,2002年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74838280/,薬院,西鉄天神大牟田線,17,2002-03-01,22
リファレンス天神南,3498,福岡県福岡市中央区清川２,地下鉄七隈線「天神南」徒歩22分,62.44,3LDK,2002年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73962941/,天神南,地下鉄七隈線,22,2002-03-01,22
リファレンス天神南,3498,福岡県福岡市中央区清川２,地下鉄七隈線「薬院」徒歩17分,62.44,3LDK,2002年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73916726/,薬院,地下鉄七隈線,17,2002-03-01,22
ソピア大濠西,3580,福岡県福岡市中央区鳥飼３,地下鉄七隈線「別府」徒歩15分,69.33,2LDK+S（納戸）,1999年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73441429/,別府,地下鉄七隈線,15,1999-03-01,25
パロスリバーコート博多壱番館,3680,福岡県福岡市博多区美野島４,ＪＲ鹿児島本線「博多」徒歩28分,73.56,3LDK,1998年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74525953/,博多,ＪＲ鹿児島本線,28,1998-02-01,26
東峰マンション渡辺通,3698,福岡県福岡市中央区春吉２,地下鉄七隈線「薬院」徒歩10分,74.94,3LDK,1986年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72086502/,薬院,地下鉄七隈線,10,1986-02-01,38
東峰マンション渡辺通,3698,福岡県福岡市中央区春吉２,地下鉄七隈線「天神南」徒歩9分,70.98,3LDK,1986年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73963505/,天神南,地下鉄七隈線,9,1986-02-01,38
東峰マンション渡辺通,3698,福岡県福岡市中央区春吉２,地下鉄七隈線「天神南」徒歩9分,70.98,3LDK,1986年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74478541/,天神南,地下鉄七隈線,9,1986-02-01,38
東峰マンション渡辺通,3698,福岡県福岡市中央区春吉２,地下鉄七隈線「天神南」徒歩7分,70.98,3LDK,1986年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73180048/,天神南,地下鉄七隈線,7,1986-02-01,38
グランフォーレ荒江サウステラス,3699,福岡県福岡市早良区飯倉２,地下鉄七隈線「別府」徒歩24分,78.47,3LDK,2015年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74105174/,別府,地下鉄七隈線,24,2015-12-01,9
トーカンマンション六本松,3700,福岡県福岡市中央区六本松４,地下鉄七隈線「六本松」徒歩2分,74.74,3DK,1996年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74882476/,六本松,地下鉄七隈線,2,1996-11-01,28
アンピール輝国,3780,福岡県福岡市中央区輝国２,地下鉄七隈線「六本松」徒歩13分,78.11,3LDK,2013年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74659732/,六本松,地下鉄七隈線,13,2013-10-01,11
アメックス博多ワンオーツープレミアム,3790,福岡県福岡市博多区住吉５-1-15,ＪＲ鹿児島本線「博多」徒歩13分,52.91,2LDK,2003年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74222755/,博多,ＪＲ鹿児島本線,13,2003-08-01,21
エクレール平尾　中古マンション,3790,福岡県福岡市中央区平尾１,西鉄天神大牟田線「薬院」徒歩9分,83.35,4LDK,1996年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74493316/,薬院,西鉄天神大牟田線,9,1996-08-01,28
ライオンズマンション赤坂,3799,福岡県福岡市中央区赤坂２-1-8,地下鉄七隈線「薬院大通」徒歩12分,78.98,3LDK,1979年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74787934/,薬院大通,地下鉄七隈線,12,1979-11-01,45
アルファライフ博多,3890,福岡県福岡市博多区住吉５,ＪＲ鹿児島本線「博多」徒歩11分,67.71,3LDK,2011年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_73719593/,博多,ＪＲ鹿児島本線,11,2011-03-01,13
アルファライフ博多,3890,福岡県福岡市博多区住吉５,ＪＲ鹿児島本線「博多」徒歩13分,67.71,3LDK,2011年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74955127/,博多,ＪＲ鹿児島本線,13,2011-03-01,13
プレサンスロジェ博多駅北,3898,福岡県福岡市博多区吉塚３-16-12,ＪＲ鹿児島本線「博多」徒歩21分,66.14,3LDK,2019年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74891025/,博多,ＪＲ鹿児島本線,21,2019-09-01,5
プレサンスロジェ博多駅北,3898,福岡県福岡市博多区吉塚３-16-12,ＪＲ鹿児島本線「博多」徒歩22分,66.14,3LDK,2019年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74918871/,博多,ＪＲ鹿児島本線,22,2019-09-01,5
コモダス天神,3990,福岡県福岡市中央区今泉２,地下鉄七隈線「薬院大通」徒歩5分,72.24,3LDK,1997年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73526733/,薬院大通,地下鉄七隈線,5,1997-05-01,27
コモダス天神,3990,福岡県福岡市中央区今泉２,地下鉄七隈線「薬院大通」徒歩7分,72.24,3LDK,1997年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_72847387/,薬院大通,地下鉄七隈線,7,1997-05-01,27
ロイヤルマンション六本松,4280,福岡県福岡市中央区梅光園１,地下鉄七隈線「六本松」徒歩6分,87.12,4LDK,1989年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74454156/,六本松,地下鉄七隈線,6,1989-01-01,35
デュ・レジア薬院テラス,4470,福岡県福岡市中央区高砂２,地下鉄七隈線「薬院」徒歩12分,43.13,2LDK,2022年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74866083/,薬院,地下鉄七隈線,12,2022-03-01,2
グランアルト天神タワー,4480,福岡県福岡市中央区今泉２-5-19,地下鉄七隈線「天神南」徒歩8分,55.68,2LDK,2004年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74779244/,天神南,地下鉄七隈線,8,2004-09-01,20
鳥飼七丁目パーク・ホームズ,4490,福岡県福岡市城南区鳥飼７-1-5,地下鉄七隈線「別府」徒歩5分,70.01,3LDK,1999年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_74496596/,別府,地下鉄七隈線,5,1999-02-01,25
イニシア鳥飼,4600,福岡県福岡市中央区鳥飼３-12-26,地下鉄七隈線「別府」徒歩16分,78.28,2LDK+S（納戸）,2008年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74964281/,別府,地下鉄七隈線,16,2008-02-01,16
アクロス博多セントラルパーク,4780,福岡県福岡市博多区美野島３-20-1,地下鉄空港線「博多」徒歩18分,102.05,4LDK,2003年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_72523641/,博多,地下鉄空港線,18,2003-02-01,21
モントーレ東比恵クレア,4990,福岡県福岡市博多区東比恵３,ＪＲ鹿児島本線「博多」徒歩18分,71.49,3LDK,2019年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74838709/,博多,ＪＲ鹿児島本線,18,2019-02-01,5
コアマンション桜坂プレジオ弐番館,5400,福岡県福岡市中央区六本松３,地下鉄七隈線「桜坂」徒歩3分,90.52,2LDK,2001年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74830459/,桜坂,地下鉄七隈線,3,2001-01-01,23
ライオンズマンションマキシム大濠,5580,福岡県福岡市中央区大濠１,地下鉄七隈線「六本松」徒歩10分,76.35,3LDK,1997年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73928972/,六本松,地下鉄七隈線,10,1997-02-01,27
ラフォーレ赤坂ルネッサンス,5830,福岡県福岡市中央区赤坂３-11-37,地下鉄七隈線「桜坂」徒歩8分,90.47,2LDK,2000年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74441522/,桜坂,地下鉄七隈線,8,2000-12-01,24
MJR平尾駅前,6780,福岡県福岡市中央区那の川２,西鉄天神大牟田線「薬院」徒歩15分,73.3,3LDK,2021年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74534781/,薬院,西鉄天神大牟田線,15,2021-11-01,3
ザ・パークハウス桜坂サンリヤン,7180,福岡県福岡市中央区桜坂３,地下鉄七隈線「桜坂」徒歩2分,70.74,3LDK,2018年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74604234/,桜坂,地下鉄七隈線,2,2018-09-01,6
アーバンパレスアクス大濠,7480,福岡県福岡市中央区荒戸３,地下鉄七隈線「六本松」徒歩24分,96.31,3LDK,1995年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73677892/,六本松,地下鉄七隈線,24,1995-10-01,29
アプローズ薬院デュオイースト,7680,福岡県福岡市中央区薬院２,地下鉄七隈線「薬院大通」徒歩4分,100.14,4LDK,2003年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74483826/,薬院大通,地下鉄七隈線,4,2003-07-01,21
MJR六本松,7800,福岡県福岡市中央区六本松４,地下鉄七隈線「六本松」徒歩2分,80.71,3LDK+S（納戸）,2017年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74126365/,六本松,地下鉄七隈線,2,2017-01-01,7
コアマンションけやき通りプレジオ　1012号,16800,福岡県福岡市中央区赤坂３,地下鉄七隈線「六本松」徒歩10分,150.4,3LDK,2002年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74070175/,六本松,地下鉄七隈線,10,2002-10-01,22
小笹ハイツ,580,福岡県福岡市中央区小笹１,地下鉄七隈線「桜坂」徒歩31分,69.97,3LDK,1978年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74375024/,桜坂,地下鉄七隈線,31,1978-03-01,46
ロイヤルマンション小笹,650,福岡県福岡市中央区小笹２-5-1,地下鉄七隈線「六本松」徒歩33分,49.46,2DK,1980年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73204941/,六本松,地下鉄七隈線,33,1980-10-01,44
シティマンション輝国,700,福岡県福岡市中央区輝国２,地下鉄七隈線「桜坂」徒歩16分,50.84,3DK,1984年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73799736/,桜坂,地下鉄七隈線,16,1984-03-01,40
プレスランス・長丘,800,福岡県福岡市南区長丘５-4-26,地下鉄七隈線「桜坂」徒歩40分,41.37,2DK,1989年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74535465/,桜坂,地下鉄七隈線,40,1989-12-01,35
シャンボール桜坂,1080,福岡県福岡市中央区古小烏町,地下鉄七隈線「桜坂」徒歩7分,51.93,3DK,1974年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74961943/,桜坂,地下鉄七隈線,7,1974-05-01,50
三井飯倉ハイツ,1090,福岡県福岡市早良区飯倉２-10-38,地下鉄七隈線「別府」徒歩25分,85.3,4LDK,1980年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74428213/,別府,地下鉄七隈線,25,1980-10-01,44
朝日プラザ大濠Ⅱ,1200,福岡県福岡市中央区草香江１,地下鉄七隈線「六本松」徒歩3分,44.28,2DK,1984年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74583739/,六本松,地下鉄七隈線,3,1984-12-01,40
福岡市南区高宮　藤和高宮コープ,1270,福岡県福岡市南区高宮１-16-22,地下鉄七隈線「薬院」徒歩20分,70.0,3LDK,1982年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashiminami/nc_74956955/,薬院,地下鉄七隈線,20,1982-02-01,42
ライオンズマンション鳥飼第2,1290,福岡県福岡市中央区鳥飼１,地下鉄七隈線「別府」徒歩13分,47.03,2DK,1983年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74406943/,別府,地下鉄七隈線,13,1983-07-01,41
ライオンズマンション鳥飼第２,1290,福岡県福岡市中央区鳥飼１,地下鉄七隈線「別府」徒歩14分,47.03,2DK,1983年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73199007/,別府,地下鉄七隈線,14,1983-07-01,41
美野島シャトー,1320,福岡県福岡市博多区美野島３,ＪＲ鹿児島本線「博多」徒歩18分,50.52,2LDK,1973年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_73770038/,博多,ＪＲ鹿児島本線,18,1973-12-01,51
ホワイティ薬院,1330,福岡県福岡市中央区薬院１,西鉄天神大牟田線「薬院」徒歩3分,45.82,2DK,1975年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_74670010/,薬院,西鉄天神大牟田線,3,1975-05-01,49
アンピール駅東,1380,福岡県福岡市博多区東光２,ＪＲ鹿児島本線「博多」徒歩14分,56.15,2LDK,1983年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74962097/,博多,ＪＲ鹿児島本線,14,1983-03-01,41
令和6年4月・リノベーション済み！ロワールマンション…,1399,福岡県福岡市早良区荒江２-7-10,地下鉄七隈線「別府」徒歩20分,67.71,3LDK,1982年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74762070/,別府,地下鉄七隈線,20,1982-06-01,42
ロワールマンション荒江,1399,福岡県福岡市早良区荒江２-７－１０,地下鉄七隈線「別府」徒歩18分,67.71,3LDK,1982年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74769886/,別府,地下鉄七隈線,18,1982-06-01,42
ロワールマンション荒江,1399,福岡県福岡市早良区荒江２,地下鉄七隈線「別府」徒歩21分,67.71,3LDK,1982年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_74605620/,別府,地下鉄七隈線,21,1982-06-01,42
カーサ博多,1480,福岡県福岡市博多区住吉２-15-10,ＪＲ鹿児島本線「博多」徒歩13分,47.69,2LDK,1978年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74734238/,博多,ＪＲ鹿児島本線,13,1978-05-01,46
グランピア吉塚2,1490,福岡県福岡市博多区吉塚２,ＪＲ鹿児島本線「博多」徒歩19分,49.14,3DK,1984年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_74519068/,博多,ＪＲ鹿児島本線,19,1984-11-01,40
エクセレンス谷,1500,福岡県福岡市中央区谷１,地下鉄七隈線「桜坂」徒歩6分,57.23,2LDK,1979年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_73490079/,桜坂,地下鉄七隈線,6,1979-08-01,45
